timestamp,source,symbol,data_type,price,bid,ask,volume,quote_volume,high_24h,low_24h,price_change_24h,bids,asks,bid_volume,ask_volume,instrument,strike,expiry,type,open_interest,iv,mark,price_acceleration,volume_anomaly
2025-07-10 09:07:05.302545+00:00,binance,ETHUSDT,spot,2788.44,2788.43,2788.44,845787.8455,2309818022.139313,2823.18,2604.37,6.776,,,,,,,,,,,,,
2025-07-10 09:07:05.396750+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '12.30470000'], ['2788.42000000', '0.00380000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00380000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000'], ['2788.33000000', '0.00760000']]","[['2788.44000000', '58.77990000'], ['2788.45000000', '0.00570000'], ['2788.46000000', '0.86440000'], ['2788.47000000', '1.00560000'], ['2788.48000000', '0.00400000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10970000'], ['2788.52000000', '0.71870000'], ['2788.53000000', '0.00400000']]",12.336999999999996,63.35629999999999,,,,,,,,,
2025-07-10 09:07:06.494513+00:00,binance,BTCUSDT,spot,111210.35,111210.35,111210.36,18792.88681,2075702447.2056687,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:06.586722+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '2.02179000'], ['111210.34000000', '0.00292000'], ['111210.28000000', '0.00010000'], ['111210.27000000', '0.07863000'], ['111210.10000000', '0.00590000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.57000000', '0.00089000'], ['111208.14000000', '0.00005000']]","[['111210.36000000', '4.69445000'], ['111210.37000000', '0.00020000'], ['111210.43000000', '0.00006000'], ['111210.45000000', '0.00016000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.09041000']]",2.11396,4.7872,,,,,,,,,
2025-07-10 09:07:06.678950+00:00,binance,ETHUSDT,spot,2788.44,2788.43,2788.44,845786.4485,2309814546.398468,2823.18,2604.37,6.778,,,,,,,,,,,,,
2025-07-10 09:07:06.779359+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '39.15020000'], ['2788.42000000', '0.00190000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00380000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000'], ['2788.33000000', '0.00760000']]","[['2788.44000000', '57.18780000'], ['2788.45000000', '0.76340000'], ['2788.46000000', '0.86440000'], ['2788.47000000', '1.00560000'], ['2788.48000000', '0.00400000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10970000'], ['2788.52000000', '0.71870000'], ['2788.53000000', '0.00400000']]",39.180599999999984,62.521899999999995,,,,,,,,,
2025-07-10 09:07:07.877448+00:00,binance,BTCUSDT,spot,111210.36,111210.35,111210.36,18792.79653,2075692644.414573,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:07.969631+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '2.06134000'], ['111210.34000000', '0.00292000'], ['111210.28000000', '0.00010000'], ['111210.27000000', '0.07863000'], ['111210.10000000', '0.00590000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.57000000', '0.00089000'], ['111208.14000000', '0.00005000']]","[['111210.36000000', '4.69439000'], ['111210.37000000', '0.00015000'], ['111210.43000000', '0.00006000'], ['111210.45000000', '0.00016000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.09041000']]",2.15351,4.78709,,,,,,,,,
2025-07-10 09:07:08.080820+00:00,binance,ETHUSDT,spot,2788.43,2788.43,2788.44,845785.4277,2309811916.190524,2823.18,2604.37,6.777,,,,,,,,,,,,,
2025-07-10 09:07:08.177490+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '38.29510000'], ['2788.42000000', '0.00190000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00380000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000'], ['2788.33000000', '0.00760000']]","[['2788.44000000', '64.13630000'], ['2788.45000000', '0.76340000'], ['2788.46000000', '1.57740000'], ['2788.47000000', '1.00560000'], ['2788.48000000', '0.00400000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10970000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",38.325499999999984,69.47040000000003,,,,,,,,,
2025-07-10 09:07:09.277900+00:00,binance,BTCUSDT,spot,111210.36,111210.35,111210.36,18792.65676,2075677479.9125383,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:09.383438+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '2.09612000'], ['111210.34000000', '0.00287000'], ['111210.10000000', '0.00600000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000'], ['111208.12000000', '0.00050000'], ['111207.88000000', '0.00010000'], ['111207.87000000', '0.24844000']]","[['111210.36000000', '4.69032000'], ['111210.37000000', '0.00020000'], ['111210.43000000', '0.00006000'], ['111210.45000000', '0.00016000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.09041000']]",2.35776,4.78307,,,,,,,,,
2025-07-10 09:07:09.478820+00:00,binance,ETHUSDT,spot,2788.43,2788.43,2788.44,845785.4848,2309812075.409877,2823.18,2604.37,6.777,,,,,,,,,,,,,
2025-07-10 09:07:09.571856+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '9.12670000'], ['2788.42000000', '0.00760000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.18120000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00380000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '64.34350000'], ['2788.45000000', '0.76340000'], ['2788.46000000', '1.57920000'], ['2788.47000000', '1.00560000'], ['2788.48000000', '0.00400000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",9.336399999999996,69.67560000000003,,,,,,,,,
2025-07-10 09:07:10.670051+00:00,binance,BTCUSDT,spot,111210.36,111210.35,111210.36,18792.54862,2075665753.1155107,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:10.761542+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '2.11890000'], ['111210.34000000', '0.00282000'], ['111210.10000000', '0.00600000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000'], ['111208.12000000', '0.00050000'], ['111207.88000000', '0.00010000'], ['111207.87000000', '0.24844000']]","[['111210.36000000', '4.68909000'], ['111210.37000000', '0.00015000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.11777000'], ['111211.85000000', '0.08499000']]",2.3804899999999996,4.89398,,,,,,,,,
2025-07-10 09:07:10.853682+00:00,binance,ETHUSDT,spot,2788.43,2788.43,2788.44,845785.3722,2309811781.361733,2823.18,2604.37,6.778,,,,,,,,,,,,,
2025-07-10 09:07:10.950853+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '16.05000000'], ['2788.42000000', '0.00950000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.18120000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '64.17080000'], ['2788.45000000', '0.76340000'], ['2788.46000000', '1.57920000'], ['2788.47000000', '1.00560000'], ['2788.48000000', '0.00400000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",16.2637,69.50290000000003,,,,,,,,,
2025-07-10 09:07:12.364492+00:00,binance,BTCUSDT,spot,111210.36,111210.35,111210.36,18792.54569,2075665486.3005073,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:12.456990+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '1.42603000'], ['111210.34000000', '0.00287000'], ['111210.10000000', '0.00600000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000'], ['111208.12000000', '0.00050000'], ['111207.88000000', '0.00010000'], ['111207.87000000', '0.24844000']]","[['111210.36000000', '4.68234000'], ['111210.37000000', '0.00010000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.09434000'], ['111211.85000000', '0.08499000']]",1.6876699999999998,4.86375,,,,,,,,,
2025-07-10 09:07:12.552713+00:00,binance,ETHUSDT,spot,2788.43,2788.43,2788.44,845786.1474,2309813944.244769,2823.18,2604.37,6.777,,,,,,,,,,,,,
2025-07-10 09:07:12.646504+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '19.90440000'], ['2788.42000000', '0.00780000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.00190000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '166.02600000'], ['2788.45000000', '0.76340000'], ['2788.46000000', '1.57920000'], ['2788.47000000', '1.00560000'], ['2788.48000000', '0.00400000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",19.937099999999997,171.35809999999992,,,,,,,,,
2025-07-10 09:07:13.746414+00:00,binance,BTCUSDT,spot,111210.36,111210.35,111210.36,18792.45747,2075655917.0134318,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:13.840419+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '2.13506000'], ['111210.34000000', '0.00287000'], ['111210.10000000', '0.00600000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000'], ['111208.12000000', '0.00050000'], ['111207.88000000', '0.00010000'], ['111207.87000000', '0.24844000']]","[['111210.36000000', '4.67921000'], ['111210.37000000', '0.00015000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.12203000'], ['111211.85000000', '0.08499000']]",2.3967,4.88836,,,,,,,,,
2025-07-10 09:07:14.227375+00:00,binance,ETHUSDT,spot,2788.43,2788.43,2788.44,845786.9889,2309816293.717473,2823.18,2604.37,6.777,,,,,,,,,,,,,
2025-07-10 09:07:14.326784+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '278.94970000'], ['2788.42000000', '0.00400000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.00190000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '109.31510000'], ['2788.45000000', '0.00570000'], ['2788.46000000', '1.92330000'], ['2788.47000000', '1.00940000'], ['2788.48000000', '0.76170000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",278.9785999999999,114.99510000000002,,,,,,,,,
2025-07-10 09:07:15.419376+00:00,binance,BTCUSDT,spot,111210.36,111210.35,111210.36,18792.46857,2075657166.7061872,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:15.512009+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '2.07069000'], ['111210.34000000', '0.00292000'], ['111210.16000000', '0.00370000'], ['111210.10000000', '0.00950000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000'], ['111208.12000000', '0.00050000'], ['111207.88000000', '0.00010000']]","[['111210.36000000', '4.67535000'], ['111210.37000000', '0.00010000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.12203000'], ['111211.85000000', '0.08499000']]",2.0911399999999998,4.884449999999999,,,,,,,,,
2025-07-10 09:07:15.603415+00:00,binance,ETHUSDT,spot,2788.44,2788.43,2788.44,845790.5359,2309826198.161067,2823.18,2604.37,6.778,,,,,,,,,,,,,
2025-07-10 09:07:15.696019+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '278.97240000'], ['2788.42000000', '0.00400000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.00190000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '100.91610000'], ['2788.45000000', '0.00570000'], ['2788.46000000', '1.92330000'], ['2788.47000000', '1.00940000'], ['2788.48000000', '0.76170000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",279.0012999999999,106.59610000000002,,,,,,,,,
2025-07-10 09:07:16.804761+00:00,binance,BTCUSDT,spot,111210.36,111210.35,111210.36,18792.39111,2075648788.657351,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:16.898512+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '1.34361000'], ['111210.34000000', '0.00292000'], ['111210.16000000', '0.00370000'], ['111210.10000000', '0.00950000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000'], ['111208.12000000', '0.00050000'], ['111207.88000000', '0.00010000']]","[['111210.36000000', '4.67424000'], ['111210.37000000', '0.00020000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.12203000'], ['111211.85000000', '0.08499000']]",1.36406,4.88344,,,,,,,,,
2025-07-10 09:07:16.990348+00:00,binance,ETHUSDT,spot,2788.43,2788.43,2788.44,845790.7297,2309826758.489378,2823.18,2604.37,6.778,,,,,,,,,,,,,
2025-07-10 09:07:17.082943+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '278.93490000'], ['2788.42000000', '0.00400000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.00190000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '116.00300000'], ['2788.45000000', '0.00570000'], ['2788.46000000', '1.92330000'], ['2788.47000000', '1.00940000'], ['2788.48000000', '0.76170000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",278.96379999999994,121.68300000000002,,,,,,,,,
2025-07-10 09:07:18.183995+00:00,binance,BTCUSDT,spot,111210.35,111210.35,111210.36,18792.40502,2075650381.366972,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:18.275541+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '1.18716000'], ['111210.34000000', '0.07906000'], ['111210.16000000', '0.00370000'], ['111210.10000000', '0.00950000'], ['111210.01000000', '0.07118000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000'], ['111208.12000000', '0.00050000']]","[['111210.36000000', '4.67370000'], ['111210.37000000', '0.00020000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.12203000'], ['111211.85000000', '0.08499000']]",1.35483,4.8829,,,,,,,,,
2025-07-10 09:07:18.377281+00:00,binance,ETHUSDT,spot,2788.44,2788.43,2788.44,845789.9449,2309824754.493005,2823.18,2604.37,6.778,,,,,,,,,,,,,
2025-07-10 09:07:18.468830+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '262.34280000'], ['2788.42000000', '0.00590000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.00190000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '108.79940000'], ['2788.45000000', '0.00570000'], ['2788.46000000', '1.92330000'], ['2788.47000000', '1.00940000'], ['2788.48000000', '0.76170000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",262.3735999999999,114.47940000000003,,,,,,,,,
2025-07-10 09:07:19.704902+00:00,binance,BTCUSDT,spot,111210.35,111210.35,111210.36,18792.2998,2075638949.6347692,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:19.795533+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.35000000', '1.16027000'], ['111210.34000000', '0.09158000'], ['111210.16000000', '0.00370000'], ['111210.10000000', '0.00950000'], ['111210.00000000', '0.00229000'], ['111209.91000000', '0.00010000'], ['111209.90000000', '0.07133000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.14000000', '0.00005000']]","[['111210.36000000', '4.68400000'], ['111210.37000000', '0.00020000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111210.99000000', '0.00005000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.83000000', '0.00010000'], ['111211.84000000', '0.12203000'], ['111211.85000000', '0.08499000']]",1.34021,4.8932,,,,,,,,,
2025-07-10 09:07:19.890211+00:00,binance,ETHUSDT,spot,2788.44,2788.43,2788.44,845789.9126,2309824671.471391,2823.18,2604.37,6.778,,,,,,,,,,,,,
2025-07-10 09:07:19.983283+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2788.43000000', '261.88840000'], ['2788.42000000', '0.00590000'], ['2788.41000000', '0.00190000'], ['2788.40000000', '0.00400000'], ['2788.39000000', '0.00190000'], ['2788.38000000', '0.00550000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00190000'], ['2788.34000000', '0.00190000']]","[['2788.44000000', '109.46130000'], ['2788.45000000', '0.00570000'], ['2788.46000000', '1.21030000'], ['2788.47000000', '1.00940000'], ['2788.48000000', '0.76170000'], ['2788.49000000', '0.00930000'], ['2788.50000000', '1.85500000'], ['2788.51000000', '0.10590000'], ['2788.52000000', '0.00570000'], ['2788.53000000', '0.00400000']]",261.9191999999999,114.42830000000002,,,,,,,,,
2025-07-10 09:07:21.084351+00:00,binance,BTCUSDT,spot,111210.35,111210.34,111210.35,18793.20439,2075740243.5465343,111999.79,108503.0,2.36,,,,,,,,,,,,,
2025-07-10 09:07:21.177818+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111210.34000000', '1.32081000'], ['111210.33000000', '0.00286000'], ['111210.10000000', '0.00600000'], ['111210.00000000', '0.00229000'], ['111209.65000000', '0.00134000'], ['111208.97000000', '0.00005000'], ['111208.61000000', '0.00010000'], ['111208.60000000', '0.17991000'], ['111208.57000000', '0.00010000'], ['111208.56000000', '0.07853000']]","[['111210.35000000', '9.76020000'], ['111210.36000000', '0.18219000'], ['111210.37000000', '0.00010000'], ['111210.43000000', '0.00006000'], ['111210.67000000', '0.00028000'], ['111211.03000000', '0.00144000'], ['111211.07000000', '0.00005000'], ['111211.23000000', '0.00010000'], ['111211.24000000', '0.06751000'], ['111211.84000000', '0.00010000']]",1.59199,10.01203,,,,,,,,,
2025-07-10 09:07:21.273185+00:00,binance,ETHUSDT,spot,2788.44,2788.43,2788.44,845785.693,2309813695.576267,2823.18,2604.37,6.778,,,,,,,,,,,,,
