timestamp,source,symbol,data_type,bids,asks,bid_volume,ask_volume,price,bid,ask,volume,quote_volume,high_24h,low_24h,price_change_24h,price_acceleration,volume_anomaly,instrument,strike,expiry,type,open_interest,iv,mark
2025-07-10 08:50:35.400948+00:00,binance,BTCUSDT,orderbook,"[['111335.05000000', '2.47202000'], ['111335.04000000', '0.00327000'], ['111335.02000000', '0.00048000'], ['111335.00000000', '0.00100000'], ['111334.89000000', '0.59911000'], ['111334.88000000', '0.40430000'], ['111334.62000000', '0.00179000'], ['111334.38000000', '0.00134000'], ['111334.00000000', '0.00100000'], ['111333.94000000', '0.00010000']]","[['111335.06000000', '4.06391000'], ['111335.07000000', '0.11273000'], ['111335.45000000', '0.01303000'], ['111335.46000000', '0.02692000'], ['111335.74000000', '0.00134000'], ['111336.70000000', '0.00005000'], ['111337.29000000', '0.00049000'], ['111337.53000000', '0.00011000'], ['111337.81000000', '0.00005000'], ['111338.27000000', '0.01054000']]",3.4844100000000005,4.229169999999999,,,,,,,,,,,,,,,,,
2025-07-10 08:50:35.491763+00:00,binance,ETHUSDT,spot,,,,,2788.41,2788.4,2788.41,848523.499,2316288964.005623,2823.18,2604.37,6.526,,,,,,,,,
2025-07-10 08:50:35.603144+00:00,binance,ETHUSDT,orderbook,"[['2788.40000000', '22.42250000'], ['2788.39000000', '0.00780000'], ['2788.38000000', '0.00190000'], ['2788.37000000', '0.00380000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.10930000'], ['2788.34000000', '0.37080000'], ['2788.33000000', '0.00190000'], ['2788.32000000', '0.00380000'], ['2788.31000000', '0.00570000']]","[['2788.41000000', '121.41970000'], ['2788.42000000', '0.00570000'], ['2788.43000000', '2.37910000'], ['2788.44000000', '0.72960000'], ['2788.45000000', '1.65550000'], ['2788.46000000', '0.00930000'], ['2788.47000000', '0.73090000'], ['2788.49000000', '0.00380000'], ['2788.50000000', '2.72120000'], ['2788.51000000', '1.01130000']]",22.929399999999994,130.66610000000003,,,,,,,,,,,,,,,,,
2025-07-10 08:50:36.705688+00:00,binance,BTCUSDT,spot,,,,,111335.06,111335.05,111335.06,18755.88971,2071435595.6964579,111999.79,108503.0,2.411,,,,,,,,,
2025-07-10 08:50:36.798379+00:00,binance,BTCUSDT,orderbook,"[['111335.05000000', '2.68492000'], ['111335.04000000', '0.00332000'], ['111335.02000000', '0.00048000'], ['111335.00000000', '0.00100000'], ['111334.89000000', '0.00107000'], ['111334.88000000', '0.40430000'], ['111334.62000000', '0.00179000'], ['111334.38000000', '0.00134000'], ['111334.00000000', '0.00100000'], ['111333.94000000', '0.00010000']]","[['111335.06000000', '4.05873000'], ['111335.07000000', '0.11273000'], ['111335.45000000', '0.01303000'], ['111335.46000000', '0.02692000'], ['111335.74000000', '0.00134000'], ['111336.70000000', '0.00005000'], ['111337.29000000', '0.00049000'], ['111337.53000000', '0.00011000'], ['111337.81000000', '0.00005000'], ['111338.27000000', '0.01054000']]",3.09932,4.223989999999999,,,,,,,,,,,,,,,,,
2025-07-10 08:50:36.895499+00:00,binance,ETHUSDT,spot,,,,,2788.4,2788.4,2788.41,848518.1768,2316275034.146692,2823.18,2604.37,6.511,,,,,,,,,
2025-07-10 08:50:36.988221+00:00,binance,ETHUSDT,orderbook,"[['2788.40000000', '38.34640000'], ['2788.39000000', '0.00400000'], ['2788.38000000', '0.00190000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00550000'], ['2788.34000000', '0.00590000'], ['2788.33000000', '0.00190000'], ['2788.32000000', '0.00380000'], ['2788.31000000', '0.36830000']]","[['2788.41000000', '94.38800000'], ['2788.42000000', '1.90790000'], ['2788.43000000', '1.62150000'], ['2788.44000000', '1.45260000'], ['2788.45000000', '0.00190000'], ['2788.46000000', '0.00550000'], ['2788.47000000', '0.00590000'], ['2788.48000000', '0.50190000'], ['2788.49000000', '0.00570000'], ['2788.50000000', '2.72120000']]",38.745499999999986,102.61210000000001,,,,,,,,,,,,,,,,,
2025-07-10 08:50:38.086811+00:00,binance,BTCUSDT,spot,,,,,111335.06,111335.05,111335.06,18755.70329,2071415344.9579456,111999.79,108503.0,2.411,,,,,,,,,
2025-07-10 08:50:38.192774+00:00,binance,BTCUSDT,orderbook,"[['111335.05000000', '2.63766000'], ['111335.04000000', '0.00332000'], ['111335.02000000', '0.00048000'], ['111335.00000000', '0.00100000'], ['111334.89000000', '0.00107000'], ['111334.88000000', '0.40430000'], ['111334.62000000', '0.00179000'], ['111334.38000000', '0.00134000'], ['111334.00000000', '0.00100000'], ['111333.94000000', '0.00010000']]","[['111335.06000000', '4.15864000'], ['111335.07000000', '0.11273000'], ['111335.45000000', '0.01303000'], ['111335.46000000', '0.02692000'], ['111335.74000000', '0.00134000'], ['111336.70000000', '0.00005000'], ['111337.29000000', '0.00049000'], ['111337.53000000', '0.00011000'], ['111337.81000000', '0.00005000'], ['111338.27000000', '0.01054000']]",3.05206,4.323899999999999,,,,,,,,,,,,,,,,,
2025-07-10 08:50:38.529855+00:00,binance,ETHUSDT,spot,,,,,2788.41,2788.4,2788.41,848517.2018,2316272563.396997,2823.18,2604.37,6.511,,,,,,,,,
2025-07-10 08:50:38.621959+00:00,binance,ETHUSDT,orderbook,"[['2788.40000000', '49.96700000'], ['2788.39000000', '0.00400000'], ['2788.38000000', '0.00190000'], ['2788.37000000', '0.00590000'], ['2788.36000000', '0.00190000'], ['2788.35000000', '0.00550000'], ['2788.34000000', '0.00590000'], ['2788.33000000', '0.00190000'], ['2788.32000000', '0.00380000'], ['2788.31000000', '0.36830000']]","[['2788.41000000', '94.11490000'], ['2788.42000000', '1.90980000'], ['2788.43000000', '1.62150000'], ['2788.44000000', '1.45260000'], ['2788.45000000', '0.00190000'], ['2788.46000000', '0.00550000'], ['2788.47000000', '0.00590000'], ['2788.48000000', '0.50190000'], ['2788.49000000', '0.00570000'], ['2788.50000000', '2.72120000']]",50.36609999999998,102.34090000000002,,,,,,,,,,,,,,,,,
2025-07-10 08:50:39.729547+00:00,binance,BTCUSDT,spot,,,,,111335.06,111335.05,111335.06,18755.7098,2071416070.8761845,111999.79,108503.0,2.411,,,,,,,,,
2025-07-10 08:50:39.822663+00:00,binance,BTCUSDT,orderbook,"[['111335.05000000', '2.54423000'], ['111335.04000000', '0.00279000'], ['111335.00000000', '0.00100000'], ['111334.93000000', '0.00006000'], ['111334.89000000', '0.00107000'], ['111334.88000000', '0.40430000'], ['111334.62000000', '0.00179000'], ['111334.39000000', '0.00006000'], ['111334.38000000', '0.00134000'], ['111334.00000000', '0.00100000']]","[['111335.06000000', '4.15967000'], ['111335.07000000', '0.11273000'], ['111335.45000000', '0.01303000'], ['111335.46000000', '0.02692000'], ['111335.74000000', '0.00134000'], ['111335.90000000', '0.00006000'], ['111336.70000000', '0.00005000'], ['111337.29000000', '0.01059000'], ['111337.53000000', '0.00011000'], ['111337.81000000', '0.00005000']]",2.95764,4.3245499999999995,,,,,,,,,,,,,,,,,
2025-07-10 08:50:39.915706+00:00,binance,ETHUSDT,spot,,,,,2788.41,2788.4,2788.41,848517.077,2316272237.256625,2823.18,2604.37,6.511,,,,,,,,,
