timestamp,source,symbol,data_type,price,bid,ask,volume,quote_volume,high_24h,low_24h,price_change_24h,bids,asks,bid_volume,ask_volume,instrument,strike,expiry,type,open_interest,iv,mark
2025-07-10 09:18:20.926403+00:00,binance,BTCUSDT,spot,111200.01,111200.0,111200.01,18784.6433,2074914655.4191556,111999.79,108503.0,2.367,,,,,,,,,,,
2025-07-10 09:18:21.018113+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111200.00000000', '1.07107000'], ['111199.99000000', '0.00297000'], ['111199.73000000', '0.00010000'], ['111199.72000000', '0.07860000'], ['111199.52000000', '0.00560000'], ['111199.00000000', '0.00100000'], ['111198.98000000', '0.00005000'], ['111198.72000000', '0.00010000'], ['111198.71000000', '0.07130000'], ['111198.70000000', '0.00720000']]","[['111200.01000000', '5.94466000'], ['111200.02000000', '0.00040000'], ['111200.12000000', '0.00315000'], ['111200.73000000', '0.00010000'], ['111200.74000000', '0.07145000'], ['111200.88000000', '0.00360000'], ['111200.92000000', '0.00360000'], ['111201.00000000', '0.00100000'], ['111201.01000000', '0.00010000'], ['111201.02000000', '0.23621000']]",1.23799,6.264269999999998,,,,,,,
2025-07-10 09:18:21.109296+00:00,binance,ETHUSDT,spot,2785.4,2785.39,2785.4,846516.5725,2312396466.323669,2823.18,2606.49,6.737,,,,,,,,,,,
2025-07-10 09:18:21.199101+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2785.39000000', '11.16680000'], ['2785.38000000', '0.00570000'], ['2785.37000000', '0.00190000'], ['2785.36000000', '0.00950000'], ['2785.34000000', '0.20750000'], ['2785.33000000', '0.72180000'], ['2785.32000000', '0.00190000'], ['2785.31000000', '0.00760000'], ['2785.30000000', '0.00370000'], ['2785.29000000', '0.00570000']]","[['2785.40000000', '87.48350000'], ['2785.41000000', '2.05720000'], ['2785.42000000', '0.76670000'], ['2785.43000000', '0.50380000'], ['2785.44000000', '0.00190000'], ['2785.45000000', '0.00760000'], ['2785.46000000', '0.00190000'], ['2785.47000000', '0.00550000'], ['2785.48000000', '0.00190000'], ['2785.49000000', '0.00190000']]",12.132099999999996,90.83190000000002,,,,,,,
2025-07-10 09:18:22.294813+00:00,binance,BTCUSDT,spot,111200.01,111200.0,111200.01,18784.60418,2074910418.9165893,111999.79,108503.0,2.367,,,,,,,,,,,
2025-07-10 09:18:22.386654+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111200.00000000', '0.94382000'], ['111199.99000000', '0.00307000'], ['111199.52000000', '0.00570000'], ['111199.00000000', '0.00100000'], ['111198.98000000', '0.00005000'], ['111198.46000000', '0.00005000'], ['111198.43000000', '0.00010000'], ['111198.42000000', '0.41634000'], ['111198.41000000', '0.29676000'], ['111198.25000000', '0.00005000']]","[['111200.01000000', '6.34142000'], ['111200.02000000', '0.00010000'], ['111200.12000000', '0.00315000'], ['111200.68000000', '0.00010000'], ['111200.69000000', '0.28136000'], ['111200.70000000', '0.29680000'], ['111200.73000000', '0.00010000'], ['111200.74000000', '0.07135000'], ['111200.88000000', '0.00360000'], ['111200.92000000', '0.00360000']]",1.66694,7.001579999999999,,,,,,,
2025-07-10 09:18:22.491814+00:00,binance,ETHUSDT,spot,2785.4,2785.39,2785.4,846516.6944,2312396805.863929,2823.18,2606.49,6.737,,,,,,,,,,,
2025-07-10 09:18:22.585020+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2785.39000000', '11.17080000'], ['2785.38000000', '0.00570000'], ['2785.37000000', '0.00190000'], ['2785.36000000', '0.00950000'], ['2785.34000000', '0.20750000'], ['2785.33000000', '0.72180000'], ['2785.32000000', '0.00190000'], ['2785.31000000', '0.00550000'], ['2785.30000000', '0.00960000'], ['2785.29000000', '0.46190000']]","[['2785.40000000', '87.96160000'], ['2785.41000000', '2.06100000'], ['2785.42000000', '0.77870000'], ['2785.43000000', '0.50380000'], ['2785.44000000', '0.00190000'], ['2785.45000000', '0.00760000'], ['2785.46000000', '0.00190000'], ['2785.47000000', '0.00550000'], ['2785.48000000', '0.00190000'], ['2785.49000000', '0.00570000']]",12.596099999999996,91.32960000000003,,,,,,,
2025-07-10 09:18:23.684177+00:00,binance,BTCUSDT,spot,111200.0,111200.0,111200.01,18784.54227,2074903701.6704528,111999.79,108503.0,2.367,,,,,,,,,,,
2025-07-10 09:18:23.775595+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111200.00000000', '0.94368000'], ['111199.99000000', '0.00307000'], ['111199.52000000', '0.00570000'], ['111199.00000000', '0.00100000'], ['111198.98000000', '0.00005000'], ['111198.46000000', '0.00005000'], ['111198.43000000', '0.00010000'], ['111198.42000000', '0.41634000'], ['111198.41000000', '0.29676000'], ['111198.25000000', '0.00005000']]","[['111200.01000000', '6.41717000'], ['111200.02000000', '0.00015000'], ['111200.12000000', '0.00315000'], ['111200.68000000', '0.00010000'], ['111200.69000000', '0.28126000'], ['111201.00000000', '0.00100000'], ['111201.02000000', '0.00010000'], ['111201.03000000', '0.25101000'], ['111201.04000000', '0.04986000'], ['111201.19000000', '0.00005000']]",1.6668,7.003849999999998,,,,,,,
2025-07-10 09:18:23.867580+00:00,binance,ETHUSDT,spot,2785.4,2785.39,2785.4,846516.4871,2312396270.047644,2823.18,2606.49,6.737,,,,,,,,,,,
2025-07-10 09:18:23.957988+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2785.39000000', '24.26030000'], ['2785.38000000', '0.00570000'], ['2785.37000000', '0.00190000'], ['2785.36000000', '0.00950000'], ['2785.34000000', '0.20750000'], ['2785.33000000', '0.72180000'], ['2785.32000000', '0.00190000'], ['2785.31000000', '0.00930000'], ['2785.30000000', '0.46630000'], ['2785.29000000', '0.72200000']]","[['2785.40000000', '67.62560000'], ['2785.41000000', '2.06100000'], ['2785.42000000', '1.17780000'], ['2785.43000000', '0.50380000'], ['2785.44000000', '0.00570000'], ['2785.45000000', '0.00760000'], ['2785.46000000', '0.00190000'], ['2785.47000000', '0.00550000'], ['2785.48000000', '0.76080000'], ['2785.49000000', '0.00570000']]",26.4062,72.15540000000001,,,,,,,
2025-07-10 09:18:25.058367+00:00,binance,BTCUSDT,spot,111200.0,111200.0,111200.01,18784.53441,2074902848.5926743,111999.79,108503.0,2.367,,,,,,,,,,,
2025-07-10 09:18:25.150830+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111200.00000000', '0.85102000'], ['111199.99000000', '0.00302000'], ['111199.52000000', '0.00570000'], ['111199.00000000', '0.00100000'], ['111198.98000000', '0.00005000'], ['111198.52000000', '0.00010000'], ['111198.51000000', '0.07130000'], ['111198.50000000', '0.00720000'], ['111198.46000000', '0.00005000'], ['111198.43000000', '0.00010000']]","[['111200.01000000', '7.13697000'], ['111200.02000000', '0.00015000'], ['111200.12000000', '0.00315000'], ['111200.68000000', '0.00010000'], ['111200.69000000', '0.28126000'], ['111201.00000000', '0.00100000'], ['111201.02000000', '0.00010000'], ['111201.03000000', '0.25101000'], ['111201.04000000', '0.04986000'], ['111201.19000000', '0.00005000']]",0.93954,7.723649999999998,,,,,,,
2025-07-10 09:18:25.242042+00:00,binance,ETHUSDT,spot,2785.39,2785.39,2785.4,846528.6271,2312430939.670663,2823.18,2606.49,6.737,,,,,,,,,,,
2025-07-10 09:18:25.333892+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2785.39000000', '24.24830000'], ['2785.38000000', '0.00570000'], ['2785.37000000', '0.00190000'], ['2785.36000000', '0.00950000'], ['2785.35000000', '0.00570000'], ['2785.34000000', '0.64510000'], ['2785.33000000', '0.72180000'], ['2785.32000000', '0.00190000'], ['2785.31000000', '0.00930000'], ['2785.30000000', '0.72570000']]","[['2785.40000000', '68.62550000'], ['2785.41000000', '2.06100000'], ['2785.42000000', '1.17780000'], ['2785.43000000', '0.50380000'], ['2785.44000000', '0.00190000'], ['2785.45000000', '0.00760000'], ['2785.46000000', '0.00190000'], ['2785.47000000', '0.00930000'], ['2785.48000000', '0.76080000'], ['2785.49000000', '0.00570000']]",26.374899999999997,73.15530000000001,,,,,,,
2025-07-10 09:18:26.427992+00:00,binance,BTCUSDT,spot,111200.0,111200.0,111200.01,18784.52406,2074901738.038476,111999.79,108503.0,2.367,,,,,,,,,,,
2025-07-10 09:18:26.519134+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111200.00000000', '0.66193000'], ['111199.99000000', '0.00297000'], ['111199.52000000', '0.00570000'], ['111199.00000000', '0.00100000'], ['111198.98000000', '0.00005000'], ['111198.46000000', '0.00005000'], ['111198.42000000', '0.43968000'], ['111198.41000000', '0.29676000'], ['111198.25000000', '0.00005000'], ['111198.03000000', '0.00010000']]","[['111200.01000000', '7.13648000'], ['111200.12000000', '0.00315000'], ['111200.57000000', '0.00010000'], ['111200.58000000', '0.29690000'], ['111200.68000000', '0.00010000'], ['111200.69000000', '0.26339000'], ['111201.00000000', '0.00100000'], ['111201.02000000', '0.00010000'], ['111201.03000000', '0.25091000'], ['111201.04000000', '0.04986000']]",1.40829,8.00199,,,,,,,
2025-07-10 09:18:26.608750+00:00,binance,ETHUSDT,spot,2785.4,2785.39,2785.4,846528.6285,2312430943.939445,2823.18,2606.49,6.737,,,,,,,,,,,
