timestamp,source,symbol,data_type,price,bid,ask,volume,quote_volume,high_24h,low_24h,price_change_24h,bids,asks,bid_volume,ask_volume,instrument,strike,expiry,type,open_interest,iv,mark
2025-07-10 09:44:30.128656+00:00,binance,BTCUSDT,spot,111086.28,111086.27,111086.28,18847.54938,2082096963.7194564,111999.79,108503.0,2.196,,,,,,,,,,,
2025-07-10 09:44:30.219648+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111086.27000000', '0.08629000'], ['111086.26000000', '0.00329000'], ['111086.15000000', '0.00056000'], ['111086.13000000', '0.09168000'], ['111086.00000000', '0.00325000'], ['111085.69000000', '0.00009000'], ['111085.38000000', '0.00082000'], ['111085.24000000', '0.00066000'], ['111085.02000000', '0.00007000'], ['111085.01000000', '0.00005000']]","[['111086.28000000', '9.74913000'], ['111086.86000000', '0.00010000'], ['111086.87000000', '0.41236000'], ['111086.88000000', '0.00005000'], ['111087.32000000', '0.00010000'], ['111087.33000000', '0.29738000'], ['111087.34000000', '0.21942000'], ['111087.81000000', '0.00005000'], ['111087.82000000', '0.00079000'], ['111087.98000000', '0.00012000']]",0.18675999999999998,10.679499999999999,,,,,,,
2025-07-10 09:44:30.312574+00:00,binance,ETHUSDT,spot,2778.97,2778.96,2778.97,847730.3672,2316535050.123259,2823.18,2606.49,6.373,,,,,,,,,,,
2025-07-10 09:44:30.406837+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2779.21000000', '81.70300000'], ['2779.20000000', '1.10200000'], ['2779.19000000', '0.16360000'], ['2779.18000000', '3.24890000'], ['2779.16000000', '0.00550000'], ['2779.14000000', '1.00550000'], ['2779.10000000', '26.02990000'], ['2779.09000000', '0.00190000'], ['2779.08000000', '12.02250000'], ['2779.07000000', '2.40120000']]","[['2779.22000000', '15.53690000'], ['2779.23000000', '0.01140000'], ['2779.24000000', '0.23780000'], ['2779.25000000', '0.03090000'], ['2779.26000000', '0.00190000'], ['2779.27000000', '0.00360000'], ['2779.28000000', '0.00580000'], ['2779.29000000', '0.00560000'], ['2779.30000000', '0.00560000'], ['2779.31000000', '0.00370000']]",127.68400000000001,15.8432,,,,,,,
2025-07-10 09:44:31.515046+00:00,binance,BTCUSDT,spot,111086.28,111086.27,111086.28,18847.5987,2082102457.8216946,111999.79,108503.0,2.196,,,,,,,,,,,
2025-07-10 09:44:31.609949+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111086.27000000', '4.17204000'], ['111086.26000000', '0.00279000'], ['111086.15000000', '0.00056000'], ['111086.13000000', '0.09168000'], ['111086.00000000', '0.00325000'], ['111085.98000000', '0.00009000'], ['111085.76000000', '0.00008000'], ['111085.75000000', '0.07495000'], ['111085.38000000', '0.00082000'], ['111085.24000000', '0.00066000']]","[['111086.28000000', '2.54767000'], ['111086.29000000', '0.00050000'], ['111087.33000000', '0.00015000'], ['111087.34000000', '0.01717000'], ['111087.74000000', '0.00006000'], ['111087.81000000', '0.00005000'], ['111087.82000000', '0.00079000'], ['111087.89000000', '0.00005000'], ['111087.98000000', '0.00012000'], ['111087.99000000', '0.00010000']]",4.346920000000001,2.56666,,,,,,,
2025-07-10 09:44:31.703438+00:00,binance,ETHUSDT,spot,2779.22,2779.21,2779.22,847728.9285,2316532137.555993,2823.18,2606.49,6.383,,,,,,,,,,,
2025-07-10 09:44:31.796528+00:00,binance,ETHUSDT,orderbook,,,,,,,,,"[['2779.21000000', '62.63230000'], ['2779.20000000', '1.12140000'], ['2779.19000000', '2.37100000'], ['2779.18000000', '3.81100000'], ['2779.17000000', '0.00380000'], ['2779.16000000', '0.00760000'], ['2779.15000000', '0.00380000'], ['2779.14000000', '0.00910000'], ['2779.12000000', '0.00190000'], ['2779.11000000', '0.00380000']]","[['2779.22000000', '61.78570000'], ['2779.23000000', '0.01140000'], ['2779.24000000', '0.24190000'], ['2779.25000000', '0.02540000'], ['2779.26000000', '0.00190000'], ['2779.27000000', '0.00760000'], ['2779.28000000', '0.00580000'], ['2779.29000000', '0.00190000'], ['2779.30000000', '0.00190000'], ['2779.31000000', '0.41660000']]",69.9657,62.500099999999996,,,,,,,
2025-07-10 09:44:32.896899+00:00,binance,BTCUSDT,spot,111086.28,111086.27,111086.28,18847.59925,2082102519.4443662,111999.79,108503.0,2.196,,,,,,,,,,,
2025-07-10 09:44:32.989664+00:00,binance,BTCUSDT,orderbook,,,,,,,,,"[['111086.27000000', '4.06873000'], ['111086.26000000', '0.00279000'], ['111086.15000000', '0.00056000'], ['111086.13000000', '0.09168000'], ['111086.00000000', '0.00325000'], ['111085.98000000', '0.00009000'], ['111085.76000000', '0.00008000'], ['111085.38000000', '0.00082000'], ['111085.24000000', '0.00066000'], ['111085.02000000', '0.00007000']]","[['111086.28000000', '3.23928000'], ['111086.29000000', '0.00055000'], ['111086.88000000', '0.00006000'], ['111087.27000000', '0.00279000'], ['111087.33000000', '0.00015000'], ['111087.34000000', '0.01717000'], ['111087.81000000', '0.00005000'], ['111087.82000000', '0.00079000'], ['111087.89000000', '0.00005000'], ['111087.98000000', '0.00012000']]",4.168730000000001,3.2610099999999997,,,,,,,
